recency,frequency,monetary,total_transactions,total_spent,total_refund,avg_transaction,std_transaction,unique_categories,refund_ratio,CustomerId,is_high_risk
4.0,85.0,376831.0,85.0,376831.0,65631.0,3661.176470588235,5418.088536112534,3.0,0.17416560739383394,CustomerId_2491,0
46.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_2492,1
5.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2493,0
24.0,3.0,5000.0,3.0,5000.0,1100.0,1300.0,3235.737937472687,2.0,0.21999999995599998,CustomerId_2494,0
46.0,6.0,4000.0,6.0,4000.0,1050.0,491.6666666666667,842.8621872326856,2.0,0.262499999934375,CustomerId_2495,1
35.0,2.0,30000.0,2.0,30000.0,-0.0,15000.0,0.0,2.0,-0.0,CustomerId_2496,0
61.0,2.0,280500.0,2.0,280500.0,-0.0,140250.0,197636.34534164003,2.0,-0.0,CustomerId_2497,1
5.0,6.0,18000.0,6.0,18000.0,1150.0,2808.3333333333335,2745.981913026134,2.0,0.0638888888853395,CustomerId_2498,0
12.0,8.0,135000.0,8.0,135000.0,16000.0,14875.0,28612.87172884659,2.0,0.1185185185176406,CustomerId_2501,0
45.0,1.0,1500.0,1.0,1500.0,-0.0,1500.0,0.0,1.0,-0.0,CustomerId_2503,1
19.0,6.0,26000.0,6.0,26000.0,6000.0,3333.3333333333335,6088.2400303098,2.0,0.23076923076035502,CustomerId_2504,0
26.0,4.0,7000.0,4.0,7000.0,1000.0,1500.0,1914.854215512676,3.0,0.14285714283673467,CustomerId_2505,0
11.0,9.0,51000.0,9.0,51000.0,11000.0,4444.444444444444,6559.556218051475,2.0,0.2156862745055748,CustomerId_2506,0
12.0,14.0,76000.0,14.0,76000.0,16000.0,4285.714285714285,6157.27926214882,2.0,0.2105263157867036,CustomerId_2508,0
86.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2512,1
46.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_2513,1
20.0,16.0,10000.0,16.0,10000.0,1050.0,559.375,752.5199332908065,2.0,0.10499999998949999,CustomerId_2514,0
13.0,12.0,14600.0,12.0,14600.0,1130.0,1122.5,3152.846116822646,2.0,0.07739726026867141,CustomerId_2515,0
11.0,30.0,36700.0,30.0,36700.0,585.0,1203.8333333333333,1221.4114809297996,2.0,0.015940054495478473,CustomerId_2519,0
13.0,14.0,25550.0,14.0,25550.0,1500.0,1717.857142857143,2097.650438618733,2.0,0.05870841487050065,CustomerId_2520,0
56.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2522,1
82.0,5.0,4000.0,5.0,4000.0,1020.0,596.0,1142.838571277676,2.0,0.25499999993625,CustomerId_2523,1
58.0,1.0,20000.0,1.0,20000.0,-0.0,20000.0,0.0,1.0,-0.0,CustomerId_2525,1
26.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2526,0
37.0,5.0,4000.0,5.0,4000.0,20.0,796.0,456.1578674099571,2.0,0.00499999999875,CustomerId_2527,1
18.0,610.0,1776078.0,610.0,1776078.0,80883.7,2779.007049180328,22872.844886611598,5.0,0.045540623778884966,CustomerId_2528,0
18.0,63.0,168000.0,63.0,168000.0,31000.0,2174.6031746031745,4170.904143258129,3.0,0.18452380952271116,CustomerId_2529,0
60.0,12.0,30000.0,12.0,30000.0,6000.0,2000.0,3789.938833759242,2.0,0.19999999999333334,CustomerId_2530,1
2.0,133.0,202900.0,133.0,202900.0,14894.25,1413.577067669173,2774.7502819289566,4.0,0.0734068506649906,CustomerId_2531,0
0.0,1.0,10000.0,1.0,10000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_2532,0
74.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2534,1
58.0,14.0,205600.0,14.0,205600.0,10500.0,13935.714285714286,28474.350323995568,2.0,0.05107003891025744,CustomerId_2535,1
32.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2536,0
11.0,15.0,91000.0,15.0,91000.0,15474.0,5035.066666666667,7549.050228497686,4.0,0.17004395604208744,CustomerId_2537,0
54.0,4.0,15000.0,4.0,15000.0,6000.0,2250.0,6601.767440112787,2.0,0.3999999999733333,CustomerId_2538,1
4.0,8.0,46000.0,8.0,46000.0,6000.0,5000.0,6000.0,2.0,0.1304347826058601,CustomerId_2539,0
0.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2541,0
54.0,4.0,15000.0,4.0,15000.0,6000.0,2250.0,6601.767440112787,2.0,0.3999999999733333,CustomerId_2543,1
26.0,139.0,184260.0,139.0,184260.0,3775.0,1298.453237410072,1379.4106923989898,2.0,0.020487354824593036,CustomerId_2544,0
10.0,9.0,7000.0,9.0,7000.0,1200.0,644.4444444444445,1017.1788327417052,2.0,0.17142857140408163,CustomerId_2545,0
0.0,109.0,152700.0,109.0,152700.0,7960.0,1327.8899082568807,2576.518277096444,4.0,0.05212835625375161,CustomerId_2546,0
46.0,34.0,45426.0,34.0,45426.0,6425.0,1147.0882352941176,2557.441087536726,2.0,0.1414388235780954,CustomerId_2548,1
11.0,7.0,31000.0,7.0,31000.0,6000.0,3571.4285714285716,5593.363414414826,2.0,0.19354838709053068,CustomerId_2549,0
19.0,12.0,61000.0,12.0,61000.0,11000.0,4166.666666666667,5886.553758483409,2.0,0.18032786884950283,CustomerId_2550,0
84.0,7.0,11000.0,7.0,11000.0,496.0,1500.5714285714287,956.0346676320298,3.0,0.04509090908680992,CustomerId_2552,1
55.0,5.0,106000.0,5.0,106000.0,2550.0,20690.0,29119.890109682765,2.0,0.024056603773357957,CustomerId_2554,1
81.0,3.0,42500.0,3.0,42500.0,-0.0,14166.666666666666,23239.693055919077,3.0,-0.0,CustomerId_2555,1
87.0,1.0,50000.0,1.0,50000.0,-0.0,50000.0,0.0,1.0,-0.0,CustomerId_2556,1
13.0,2.0,1500.0,2.0,1500.0,-0.0,750.0,353.5533905932738,2.0,-0.0,CustomerId_2557,0
66.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2558,1
35.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2559,0
4.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_2560,0
1.0,1.0,40000.0,1.0,40000.0,-0.0,40000.0,0.0,1.0,-0.0,CustomerId_2561,0
0.0,21.0,201600.0,21.0,201600.0,1350.0,9535.714285714286,24487.424897573157,3.0,0.006696428571395355,CustomerId_2562,0
4.0,35.0,205000.0,35.0,205000.0,41000.0,4685.714285714285,6062.281790233912,2.0,0.19999999999902437,CustomerId_2564,0
0.0,4.0,3000.0,4.0,3000.0,1050.0,487.5,1297.674201536477,2.0,0.34999999988333336,CustomerId_2565,0
57.0,10.0,6800.0,10.0,6800.0,1105.0,569.5,874.3710437921776,3.0,0.16249999997610293,CustomerId_2569,1
54.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2570,1
16.0,12.0,13100.0,12.0,13100.0,1210.0,990.8333333333334,1550.4688929091055,2.0,0.09236641220668959,CustomerId_2571,0
4.0,2.0,20000.0,2.0,20000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_2572,0
7.0,58.0,122752.0,58.0,122752.0,2729.5,2069.353448275862,6107.776617608238,4.0,0.022235890250079545,CustomerId_2574,0
54.0,1.0,0.0,1.0,0.0,5000.0,-5000.0,0.0,1.0,5000000000.0,CustomerId_2576,1
82.0,7.0,130000.0,7.0,130000.0,-0.0,18571.428571428572,16681.89780228,2.0,-0.0,CustomerId_2577,1
25.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2579,0
61.0,9.0,24500.0,9.0,24500.0,2497.54,2444.717777777778,3783.619517980692,4.0,0.10194040815910448,CustomerId_2580,1
60.0,6.0,50000.0,6.0,50000.0,10000.0,6666.666666666667,9831.92080250175,2.0,0.199999999996,CustomerId_2582,1
20.0,4.0,143600.0,4.0,143600.0,1032.0,35642.0,70913.45045899262,3.0,0.007186629526412349,CustomerId_2584,0
0.0,2.0,31000.0,2.0,31000.0,-0.0,15500.0,13435.028842544403,1.0,-0.0,CustomerId_2587,0
54.0,175.0,423100.0,175.0,423100.0,19497.0,2306.302857142857,5428.693513021813,5.0,0.04608130465600075,CustomerId_2588,1
68.0,17.0,101700.0,17.0,101700.0,31700.0,4117.64705882353,9013.686488759582,2.0,0.31170108160952115,CustomerId_2589,1
40.0,1.0,10000.0,1.0,10000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_2591,1
5.0,6.0,50000.0,6.0,50000.0,10000.0,6666.666666666667,9831.92080250175,2.0,0.199999999996,CustomerId_2592,0
34.0,3.0,1055000.0,3.0,1055000.0,-0.0,351666.6666666667,548482.7557301444,1.0,-0.0,CustomerId_2594,0
49.0,79.0,153000.0,79.0,153000.0,3181.0,1896.4430379746836,4261.087936638367,3.0,0.020790849673066724,CustomerId_2595,1
67.0,4.0,1400.0,4.0,1400.0,1025.0,93.75,821.6789214772399,3.0,0.7321428566198979,CustomerId_2596,1
15.0,3.0,5000.0,3.0,5000.0,200.0,1600.0,2163.3307652783938,2.0,0.039999999992,CustomerId_2597,0
85.0,17.0,23000.0,17.0,23000.0,330.0,1333.5294117647059,2362.4641298241722,3.0,0.014347826086332702,CustomerId_2598,1
32.0,6.0,31000.0,6.0,31000.0,11000.0,3333.3333333333335,7814.516406449389,2.0,0.3548387096659729,CustomerId_2599,0
31.0,1.0,0.0,1.0,0.0,1000.0,-1000.0,0.0,1.0,1000000000.0,CustomerId_2600,0
23.0,12.0,23000.0,12.0,23000.0,1170.0,1819.1666666666667,2231.947613971966,3.0,0.05086956521517958,CustomerId_2601,0
77.0,13.0,7500.0,13.0,7500.0,1200.0,484.61538461538464,747.8119793171652,3.0,0.15999999997866665,CustomerId_2602,1
4.0,14.0,100700.0,14.0,100700.0,20700.0,5714.285714285715,9019.795080638101,2.0,0.20556107249051084,CustomerId_2603,0
19.0,73.0,266880.0,73.0,266880.0,13446.0,3471.698630136986,7678.31310626981,2.0,0.050382194244415535,CustomerId_2604,0
11.0,11.0,71000.0,11.0,71000.0,11000.0,5454.545454545455,6202.638734661828,2.0,0.15492957746260663,CustomerId_2605,0
0.0,153.0,147300.0,153.0,147300.0,3900.0,937.2549019607843,1433.0174482419757,2.0,0.026476578411225547,CustomerId_2607,0
39.0,52.0,125900.0,52.0,125900.0,7270.0,2281.346153846154,9122.097503218227,4.0,0.05774424146101872,CustomerId_2609,1
4.0,3.0,1000.0,3.0,1000.0,1050.0,-16.666666666666668,1000.4165798972613,2.0,1.04999999895,CustomerId_2610,0
2.0,532.0,712200.0,532.0,712200.0,26564.55,1288.788439849624,4035.56784873629,4.0,0.03729928390896195,CustomerId_2612,0
48.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2613,1
33.0,7.0,46000.0,7.0,46000.0,6000.0,5714.285714285715,6237.368187365718,2.0,0.1304347826058601,CustomerId_2614,0
34.0,13.0,30500.0,13.0,30500.0,1070.0,2263.846153846154,3531.146033187003,2.0,0.03508196721196453,CustomerId_2615,0
2.0,5.0,3000.0,5.0,3000.0,1120.0,376.0,1151.4686274493108,2.0,0.3733333332088889,CustomerId_2616,0
11.0,10.0,71000.0,10.0,71000.0,11000.0,6000.0,7241.853660800143,2.0,0.15492957746260663,CustomerId_2617,0
53.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_2618,1
26.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2619,0
71.0,1.0,2000.0,1.0,2000.0,-0.0,2000.0,0.0,1.0,-0.0,CustomerId_2621,1
45.0,15.0,50300.0,15.0,50300.0,1752.0,3236.5333333333333,4660.636833656758,3.0,0.03483101391580853,CustomerId_2623,1
82.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2625,1
90.0,1.0,2000.0,1.0,2000.0,-0.0,2000.0,0.0,1.0,-0.0,CustomerId_2626,1
4.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_2627,0
83.0,1.0,10000.0,1.0,10000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_2628,1
58.0,5.0,165000.0,5.0,165000.0,6000.0,31800.0,44144.08227611035,3.0,0.036363636363415976,CustomerId_2630,1
18.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2631,0
29.0,30.0,31685.0,30.0,31685.0,1750.0,997.8333333333334,2024.1961818142192,2.0,0.05523118194555054,CustomerId_2632,0
61.0,8.0,20180.0,8.0,20180.0,1200.0,2372.5,3971.037108147658,2.0,0.05946481664720194,CustomerId_2633,1
30.0,4.0,11500.0,4.0,11500.0,3000.0,2125.0,5452.44593431853,3.0,0.260869565194707,CustomerId_2634,0
1.0,1.0,50.0,1.0,50.0,-0.0,50.0,0.0,1.0,-0.0,CustomerId_2635,0
22.0,1.0,82000.0,1.0,82000.0,-0.0,82000.0,0.0,1.0,-0.0,CustomerId_2636,0
54.0,7.0,50000.0,7.0,50000.0,11000.0,5571.428571428572,9431.456989902512,2.0,0.2199999999956,CustomerId_2637,1
4.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_2638,0
16.0,6.0,7000.0,6.0,7000.0,1105.0,982.5,1594.659054469011,2.0,0.15785714283459182,CustomerId_2639,0
3.0,9.0,56700.0,9.0,56700.0,1669.8,6114.466666666666,8474.81620803661,3.0,0.029449735449216054,CustomerId_2641,0
23.0,21.0,11798.0,21.0,11798.0,411.5,542.2142857142857,707.5851993122201,3.0,0.03487879301280905,CustomerId_2642,0
5.0,151.0,646615.0,151.0,646615.0,57038.149999999994,3904.4824503311256,5392.512587426998,4.0,0.08821037247807703,CustomerId_2643,0
0.0,10.0,4000.0,10.0,4000.0,40.0,396.0,321.8764428230877,2.0,0.0099999999975,CustomerId_2644,0
88.0,2.0,1500.0,2.0,1500.0,75.0,712.5,1113.6931803688124,2.0,0.04999999996666666,CustomerId_2645,1
26.0,57.0,50460.0,57.0,50460.0,766.0,871.8245614035088,972.9801077618445,2.0,0.015180340863749893,CustomerId_2647,0
23.0,3.0,500.0,3.0,500.0,1010.0,-170.0,762.6925986267338,2.0,2.01999999596,CustomerId_2648,0
0.0,359.0,1225434.0,359.0,1225434.0,268564.0,2665.376044568245,6455.161401215109,4.0,0.21915827372162094,CustomerId_2649,0
14.0,44.0,69000.0,44.0,69000.0,1325.0,1538.0681818181818,4291.46749659285,3.0,0.019202898550446337,CustomerId_2651,0
64.0,2.0,2000.0,2.0,2000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2652,1
34.0,6.0,46000.0,6.0,46000.0,6000.0,6666.666666666667,8891.943919451283,2.0,0.1304347826058601,CustomerId_2653,0
70.0,11.0,7965.0,11.0,7965.0,225.0,703.6363636363636,697.1158114298187,2.0,0.02824858756707488,CustomerId_2654,1
5.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2655,0
20.0,5.0,315500.0,5.0,315500.0,5025.0,62095.0,133113.02105729553,2.0,0.01592709984147091,CustomerId_2656,0
10.0,61.0,113700.0,61.0,113700.0,2610.0,1821.1475409836066,2637.1421389834463,2.0,0.022955145118531618,CustomerId_2659,0
1.0,115.0,1205688.0,115.0,1205688.0,213295.68,8629.498434782608,23309.06974558761,6.0,0.1769078567588158,CustomerId_2662,0
5.0,7.0,6000.0,7.0,6000.0,1025.0,710.7142857142857,1077.40594551384,2.0,0.1708333333048611,CustomerId_2663,0
0.0,9.0,46000.0,9.0,46000.0,16000.0,3333.3333333333335,7176.350047203661,2.0,0.3478260869489603,CustomerId_2664,0
56.0,21.0,58900.0,21.0,58900.0,15300.0,2076.190476190476,5171.90243159176,3.0,0.25976230899389197,CustomerId_2665,1
36.0,1.0,2500.0,1.0,2500.0,-0.0,2500.0,0.0,1.0,-0.0,CustomerId_2666,1
61.0,3.0,80000.0,3.0,80000.0,6000.0,24666.666666666668,47961.7903474561,2.0,0.07499999999906251,CustomerId_2667,1
85.0,4.0,4500.0,4.0,4500.0,30.0,1117.5,867.1168702468351,2.0,0.006666666665185185,CustomerId_2668,1
79.0,3.0,1000.0,3.0,1000.0,10.0,330.0,294.44863728670913,2.0,0.00999999999,CustomerId_2669,1
1.0,9.0,46000.0,9.0,46000.0,16000.0,3333.3333333333335,7262.9195231669755,2.0,0.3478260869489603,CustomerId_2670,0
3.0,5.0,8500.0,5.0,8500.0,89.0,1682.2,2127.5676722492285,4.0,0.010470588234062283,CustomerId_2671,0
0.0,26.0,193145.0,26.0,193145.0,4887.75,7240.663461538462,16009.8397538736,2.0,0.025306117165728823,CustomerId_2672,0
32.0,3.0,100500.0,3.0,100500.0,-0.0,33500.0,28578.838324886474,2.0,-0.0,CustomerId_2674,0
1.0,51.0,19450.0,51.0,19450.0,1635.0,349.3137254901961,478.64811668682364,2.0,0.08406169665377575,CustomerId_2675,0
0.0,22.0,29800.0,22.0,29800.0,1500.0,1286.3636363636363,1608.1031282214678,2.0,0.05033557046810955,CustomerId_2676,0
11.0,10.0,51000.0,10.0,51000.0,11000.0,4000.0,6164.414002968976,2.0,0.2156862745055748,CustomerId_2677,0
2.0,6.0,16000.0,6.0,16000.0,6000.0,1666.6666666666667,5192.943930629973,2.0,0.37499999997656247,CustomerId_2678,0
11.0,10.0,61000.0,10.0,61000.0,11000.0,5000.0,6342.099196813483,2.0,0.18032786884950283,CustomerId_2679,0
22.0,6.0,50000.0,6.0,50000.0,5000.0,7500.0,6123.724356957945,2.0,0.099999999998,CustomerId_2681,0
39.0,12.0,46000.0,12.0,46000.0,6000.0,3333.3333333333335,4749.800633774649,2.0,0.1304347826058601,CustomerId_2682,1
3.0,75.0,820000.0,75.0,820000.0,26614.0,10578.48,13695.190580519746,3.0,0.03245609756093603,CustomerId_2683,0
43.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2684,1
60.0,14.0,100700.0,14.0,100700.0,20700.0,5714.285714285715,9019.795080638101,2.0,0.20556107249051084,CustomerId_2685,1
5.0,4.0,2000.0,4.0,2000.0,1020.0,245.0,959.218431849597,2.0,0.509999999745,CustomerId_2686,0
18.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_2687,0
5.0,23.0,141000.0,23.0,141000.0,26000.0,5000.0,6075.285253310408,2.0,0.18439716311925958,CustomerId_2689,0
60.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2690,1
2.0,5.0,12000.0,5.0,12000.0,100.0,2380.0,2433.5159748807896,2.0,0.008333333332638889,CustomerId_2691,0
5.0,7.0,6000.0,7.0,6000.0,1080.0,702.8571428571429,1261.34470950271,2.0,0.17999999997,CustomerId_2693,0
35.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2694,0
0.0,265.0,221040.0,265.0,221040.0,5921.0,811.7698113207547,1931.8227193728706,3.0,0.026787006876462238,CustomerId_2696,0
0.0,53.0,41540.0,53.0,41540.0,10345.0,588.5849056603773,1631.5900035755853,2.0,0.24903707269501596,CustomerId_2697,0
45.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2698,1
4.0,7.0,38200.0,7.0,38200.0,28000.0,1457.142857142857,10633.101952998342,3.0,0.7329842931745292,CustomerId_2700,0
0.0,21.0,86000.0,21.0,86000.0,26000.0,2857.1428571428573,6010.704736432444,2.0,0.30232558139183346,CustomerId_2701,0
41.0,1.0,500000.0,1.0,500000.0,-0.0,500000.0,0.0,1.0,-0.0,CustomerId_2703,1
5.0,24.0,126000.0,24.0,126000.0,26000.0,4166.666666666667,5975.796593554388,2.0,0.20634920634756868,CustomerId_2704,0
59.0,1.0,160000.0,1.0,160000.0,-0.0,160000.0,0.0,1.0,-0.0,CustomerId_2705,1
6.0,155.0,176900.0,155.0,176900.0,4376.0,1113.058064516129,3436.937454774991,2.0,0.02473713962676802,CustomerId_2706,0
78.0,4.0,4542.0,4.0,4542.0,77.1,1116.225,894.4039742569722,2.0,0.016974900920965454,CustomerId_2707,1
21.0,4.0,1500.0,4.0,1500.0,1050.0,112.5,856.7136822377319,3.0,0.6999999995333333,CustomerId_2708,0
74.0,14.0,8150.0,14.0,8150.0,125.0,573.2142857142857,814.1206845492803,3.0,0.015337423311001543,CustomerId_2709,1
1.0,174.0,724758.0,174.0,724758.0,54650.0,3851.1954022988507,12406.866312012096,5.0,0.0754044798400633,CustomerId_2710,0
23.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2712,0
21.0,2.0,15000.0,2.0,15000.0,-0.0,7500.0,3535.5339059327375,1.0,-0.0,CustomerId_2713,0
29.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2717,0
78.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2719,1
54.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_2720,1
45.0,4.0,40000.0,4.0,40000.0,3000.0,9250.0,17442.76354251241,2.0,0.074999999998125,CustomerId_2722,1
80.0,4.0,5000.0,4.0,5000.0,110.0,1222.5,1530.5853999913454,2.0,0.021999999995599998,CustomerId_2723,1
37.0,1.0,20000.0,1.0,20000.0,-0.0,20000.0,0.0,1.0,-0.0,CustomerId_2724,1
12.0,4.0,6750.0,4.0,6750.0,1087.5,1415.625,2649.1621120334135,2.0,0.1611111110872428,CustomerId_2727,0
0.0,586.0,1294747.0,586.0,1294747.0,43770.4,2134.7723549488055,5268.094458782343,5.0,0.03380614127699558,CustomerId_2728,0
71.0,1.0,10000.0,1.0,10000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_2730,1
47.0,2.0,2000000.0,2.0,2000000.0,-0.0,1000000.0,0.0,1.0,-0.0,CustomerId_2731,1
37.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2732,1
11.0,9.0,51000.0,9.0,51000.0,11000.0,4444.444444444444,6559.556218051475,2.0,0.2156862745055748,CustomerId_2733,0
53.0,4.0,26000.0,4.0,26000.0,6000.0,5000.0,9695.359714832657,3.0,0.23076923076035502,CustomerId_2734,1
1.0,17.0,12500.0,17.0,12500.0,90.0,730.0,798.1619509848862,2.0,0.007199999999424,CustomerId_2735,0
31.0,8.0,64000.0,8.0,64000.0,6250.0,7218.75,11496.457140602677,3.0,0.09765624999847412,CustomerId_2736,0
0.0,14.0,76000.0,14.0,76000.0,26000.0,3571.4285714285716,7303.4689936125105,2.0,0.3421052631533934,CustomerId_2737,0
4.0,22.0,66170.0,22.0,66170.0,1290.0,2949.090909090909,2778.3103962676055,2.0,0.019495239534237645,CustomerId_2738,0
1.0,61.0,380700.0,61.0,380700.0,17606.0,5952.360655737705,38432.43594935264,3.0,0.04624638823208236,CustomerId_2739,0
46.0,4.0,5000.0,4.0,5000.0,1100.0,975.0,1844.5866745696717,2.0,0.21999999995599998,CustomerId_2740,1
50.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2741,1
80.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2742,1
23.0,83.0,190084.0,83.0,190084.0,7544.2,2199.2746987951805,4075.5929180751405,3.0,0.03968876917552404,CustomerId_2743,0
53.0,23.0,86200.0,23.0,86200.0,10290.0,3300.4347826086955,4901.057843383377,2.0,0.11937354988260589,CustomerId_2745,1
5.0,16.0,51000.0,16.0,51000.0,1250.0,3109.375,5769.639467361313,3.0,0.024509803921088043,CustomerId_2746,0
68.0,14.0,130100.0,14.0,130100.0,6644.0,8818.285714285714,8442.358651727349,3.0,0.051068408915825765,CustomerId_2747,1
3.0,19.0,55750.0,19.0,55750.0,1400.0,2860.5263157894738,7997.805974268617,3.0,0.025112107622867943,CustomerId_2749,0
1.0,31.0,65600.0,31.0,65600.0,1699.0,2061.3225806451615,3218.2743138427127,3.0,0.025899390243507635,CustomerId_2750,0
38.0,2.0,15080.0,2.0,15080.0,14500.0,290.0,20916.218587498075,2.0,0.961538461474699,CustomerId_2751,1
67.0,58.0,405001.0,58.0,405001.0,126000.0,4810.362068965517,10969.594479380028,2.0,0.3111103429366567,CustomerId_2753,1
81.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2754,1
11.0,13.0,76000.0,13.0,76000.0,16000.0,4615.384615384615,6357.914510519697,2.0,0.2105263157867036,CustomerId_2756,0
46.0,9.0,50000.0,9.0,50000.0,11000.0,4333.333333333333,6442.049363362563,2.0,0.2199999999956,CustomerId_2757,1
5.0,8.0,60000.0,8.0,60000.0,10000.0,6250.0,6943.650748294136,2.0,0.16666666666388888,CustomerId_2758,0
5.0,6.0,30000.0,6.0,30000.0,6000.0,4000.0,6000.0,2.0,0.19999999999333334,CustomerId_2759,0
46.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_2760,1
29.0,7.0,46500.0,7.0,46500.0,6500.0,5714.285714285715,8562.793269221707,2.0,0.139784946233553,CustomerId_2761,0
60.0,12.0,15500.0,12.0,15500.0,325.0,1264.5833333333333,1681.3812751497628,2.0,0.020967741934131114,CustomerId_2762,1
3.0,9.0,60000.0,9.0,60000.0,62000.0,-222.22222222222223,19368.323222324754,3.0,1.0333333333161112,CustomerId_2764,0
80.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_2767,1
55.0,3.0,5000.0,3.0,5000.0,3000.0,666.6666666666666,3785.9388972001825,2.0,0.59999999988,CustomerId_2769,1
28.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_2771,0
4.0,67.0,76200.0,67.0,76200.0,2245.0,1103.8059701492537,1950.836279408071,2.0,0.02946194225683121,CustomerId_2772,0
1.0,27.0,40000.0,27.0,40000.0,12745.0,1009.4444444444445,3722.060144321786,4.0,0.31862499999203436,CustomerId_2773,0
15.0,229.0,685350.0,229.0,685350.0,18315.0,2912.8165938864627,11458.17239382292,4.0,0.026723571897531592,CustomerId_2774,0
21.0,21.0,150000.0,21.0,150000.0,16050.0,6378.571428571428,12155.148820855418,3.0,0.10699999999928667,CustomerId_2775,0
51.0,15.0,255000.0,15.0,255000.0,16000.0,15933.333333333334,33274.758057866085,4.0,0.06274509803896962,CustomerId_2776,1
32.0,6.0,31000.0,6.0,31000.0,11000.0,3333.3333333333335,7814.516406449389,2.0,0.3548387096659729,CustomerId_2777,0
11.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_2778,0
5.0,47.0,198395.0,47.0,198395.0,26395.0,3659.574468085106,5203.907063738706,2.0,0.13304266740526202,CustomerId_2782,0
